firstbridge_id,composite_ticker,sponsor,as_of_date,asset_class
9a7dbfc9e6114069897eea95f3d4e537,HSTE,HSBC,2024-12-11,Equities (Stocks)
953f561d4589435cb73b76759766dde8,HMEM,HSBC,2024-12-11,Equities (Stocks)
9a1b633c7f1c411bb382457839c8cdc8,HCHA,HSBC,2024-12-11,Equities (Stocks)
9a74ee3a76894c7cac7e3cba7926cbff,H50A,HSBC,2024-12-11,Equities (Stocks)
9a7fffc2d97b4362a7e1f9e3e6ec7c28,3TSL,Leverage Shares,2024-12-06,Equities (Stocks)
92072968ec944bc2be5729968fab49bb,HIEU,HSBC,2024-12-11,Equities (Stocks)
922762efade147edbcce8d4487b42a6c,HIWO,HSBC,2024-12-11,Equities (Stocks)
9426b6bf13224ba8a4be413f68d6616d,AVAXGBP,21Shares,2024-11-27,Other Asset Types
944bda01191d4c95b38759cd05674368,HODL,21Shares,2024-11-27,Other Asset Types
94fc7dcd4ed642e997d1acd3813183f2,ATOMEUR,21Shares,2024-11-27,Other Asset Types
975fb724d8794790b7b636ae86c70d73,MOON,21Shares,2024-11-27,Other Asset Types
97da924f13bd4eb589fdc8212860a709,HMWO,HSBC,2024-12-11,Equities (Stocks)
98e3d61ec7564e60b33839922d5e4565,HIUA,HSBC,2024-12-11,Equities (Stocks)
9a1dc19c21264911939453eab58b529c,HODLXCHF,21Shares,2024-11-27,Other Asset Types
92dfc53ed2b1413bbe85f9906ad82a83,SQQQ,Leverage Shares,2024-12-06,Equities (Stocks)
92fbe4bef01e4c05a204088eaf7de3c8,TSLQ,Leverage Shares,2024-12-06,Equities (Stocks)
95748ac79f594a0ea85172831e9f201a,HMES,HSBC,2024-12-11,Equities (Stocks)
96787b609c7f40288e8c73c7463fc2d4,BGX,Expat Capital,2024-11-29,Equities (Stocks)
9831a35dfb2b4defbd161add7a4b9b09,MKK1,Expat Capital,2024-11-29,Equities (Stocks)
9c7652f3a2984b0c8322ec67a5e63970,EL4Z,Deka ETF,2024-11-29,Equities (Stocks)
9d962f47a2f44aa29b79993252080429,TSLI,Leverage Shares,2024-12-06,Equities (Stocks)
9e6a1c8c54fa4c20af6a918496223578,3TSC,Leverage Shares,2024-12-06,Equities (Stocks)
9ff24b288ab54fbea5e7ae13d90fddaf,YGLD,Leverage Shares,2024-12-06,Commodities & Metals
a027b2d83765484f8d94de7382aa6ef2,SC0H,Invesco,2024-12-06,Equities (Stocks)
a0f590fc92f244efb39b2e9abb70a016,GACB,Goldman Sachs,2024-12-06,Equities (Stocks)
a29acc57b05c4c35ba1e487da8f1e68c,SPL,Leverage Shares,2024-12-06,Equities (Stocks)
a2d68f617207410ebd39a7553d9119c5,H4ZJ,HSBC,2024-12-11,Equities (Stocks)
a33768cdafe840e38dab191cc2f3bfc2,3APE,Leverage Shares,2024-12-06,Equities (Stocks)
9b21d974357b4ef68e06d05f46c39630,1ARW,Leverage Shares,2024-12-06,Equities (Stocks)
9b4d8ba025b04f2ab7b414e30351f0a4,SWTI,Leverage Shares,2024-12-06,Commodities & Metals
9bba24cb73ab4e7bb8e88af3e6752875,3CRM,Leverage Shares,2024-12-06,Equities (Stocks)
9bbbc36f9ff0463a948c39c9d38bfcc0,HSJP,HSBC,2024-12-11,Equities (Stocks)
9bff5fda37284c119e2696b2a900f708,JD3,Leverage Shares,2024-12-06,Equities (Stocks)
9c467f14daea4aed9b143441d3b4d14d,HPAU,HSBC,2024-12-11,Equities (Stocks)
9cedb2e8882f422094dacb25d6771d39,HSUD,HSBC,2024-12-11,Equities (Stocks)
9cfda018521147c2bc5cc70438012a0b,SQQE,Leverage Shares,2024-12-06,Equities (Stocks)
9d138ea914f1449dad5984c0aaba6e6c,HCAD,HSBC,2024-12-11,Equities (Stocks)
9d90b58fa208429cbac380b770a6cafc,MXFP,Invesco,2024-12-06,Equities (Stocks)
9d9b9ea12fda42a79b72bb36d830c3e5,DAX3,Leverage Shares,2024-12-06,Equities (Stocks)
9e38887ca25340899c565c172aecf6a2,AAPY,Leverage Shares,2024-12-06,Equities (Stocks)
9ec3a78fa1d64bca8b3efd98d93fd782,AETH,21Shares,2024-11-27,Other Asset Types
9ecf897bd2334cd394baea5378a0bc01,CETU,21Shares,2024-11-27,Other Asset Types
9ed36dfa74964b16b4044435d82e5bbb,FBE,Leverage Shares,2024-12-06,Equities (Stocks)
9ee6f72227b146989c53508522939b83,XRES,Invesco,2024-12-06,Equities (Stocks)
9f36635c2448428ab5a0aadc4c82f296,HSSU,HSBC,2024-12-11,Equities (Stocks)
9fc42f4828304956ad405179014fe7e5,MSFT,Leverage Shares,2024-12-06,Equities (Stocks)
a1288f3fb702414798eff3aba0e9ea3b,HSJD,HSBC,2024-12-11,Equities (Stocks)
a1a3151f9d514df4979d74ab58107626,CMCG,Invesco,2024-12-06,Commodities & Metals
a1c9d05822e24b10a2153a86d56a9255,SQS,Leverage Shares,2024-12-06,Equities (Stocks)
a2bffef4fa3646bf8e27f463ac28321b,MSAP,Invesco,2024-12-06,Equities (Stocks)
a37b19d9ba8845e3939f55a8660132f9,SMH3,Leverage Shares,2024-12-06,Equities (Stocks)
a3ebe16abbb94f7e9358f42aa054288d,HMWD,HSBC,2024-12-11,Equities (Stocks)
a3f839d467104ff58d24e8bb4b2048d7,3PRE,Leverage Shares,2024-12-06,Equities (Stocks)
a3fe66d01f6840bf94fc526df9d3f8ae,2OIE,Leverage Shares,2024-12-06,Commodities & Metals
a427d80f89bc44c89c33ed7e16fc3868,HPAS,HSBC,2024-12-11,Equities (Stocks)
a42fde4b33b5485faa7fe84fe2d5f8a8,HMCA,HSBC,2024-12-11,Equities (Stocks)
9b1155b6e65a4636bcf738fb7e2778f7,GSLC,Goldman Sachs,2024-12-02,Equities (Stocks)
9b466d2f0778454890f3b5315e706c31,XLVS,Invesco,2024-12-06,Equities (Stocks)
9c030412421846d2becc3286e3a66459,HSXD,HSBC,2024-12-11,Equities (Stocks)
9c0eff8e46e84ae2bfecc6053f36ac17,3MRN,Leverage Shares,2024-12-06,Equities (Stocks)
9cecb17633c24302bab73a1b7ddb328e,5ESG,Invesco,2024-12-06,Equities (Stocks)
9d35814c9d6142f5a10623952218304e,ARM3,Leverage Shares,2024-12-06,Equities (Stocks)
9d499e61e4dd4ab59044179c7505c8cf,OG35,OSSIAM ETF,2024-12-10,Bonds
a0bf124274df4d558f39369d76382ef7,HSTE,HSBC,2024-12-11,Equities (Stocks)
a36e25669a804dd2be9dda1cc3598624,E500,Invesco,2024-12-06,Equities (Stocks)
9b846636b89b46ccb5b71fe7292402d5,MXEU,Invesco,2024-12-06,Equities (Stocks)
9c2b8d15c1cb4fa18bc88954732e284d,HMAF,HSBC,2024-12-11,Equities (Stocks)
9c7f9662c67647e3a4730e4697b6e9d7,HODLVCHF,21Shares,2024-11-27,Other Asset Types
9d96f3962f3f4baa976c2fa327160726,H50EEUR,HSBC,2024-12-11,Equities (Stocks)
9ea7ba4e5d1b40fc9c6f197e86579faf,HODLCHF,21Shares,2024-11-27,Other Asset Types
9f78316b4c3341aa9d401b7f763858d8,AVAXCHF,21Shares,2024-11-27,Other Asset Types
a1f96ae35406457d802817b49ba7d643,HBDV,HSBC,2024-12-11,Equities (Stocks)
a3bcc1af4c0f4635bb00cdd48be64bac,HKOR,HSBC,2024-12-11,Equities (Stocks)
9b4c2f0eb039494984d8bc6db6a0f76f,3ARKK,Leverage Shares,2024-12-06,Equities (Stocks)
9b653cd6c4664be8a63fbabcc80c49d2,3TSL,Leverage Shares,2024-12-06,Equities (Stocks)
9e4b9247d9a54921ac1a5ad3a75bcb27,ALGO,21Shares,2024-11-27,Other Asset Types
a1c4f05205274655bee802a788e4f126,ABCH,21Shares,2024-11-27,Other Asset Types
a2dabc9b5b6846d5b8de2cf3d3363dcd,3GOO,Leverage Shares,2024-12-06,Equities (Stocks)
9d235a1b35854f12812cb28951f667fc,OP5H,OSSIAM ETF,2024-12-10,Equities (Stocks)
9db83bd088594f698bed0bfeda36ac95,ADOT,21Shares,2024-11-27,Other Asset Types
9e0edc4e36af4780890d4018dcca135f,OP7H,OSSIAM ETF,2024-12-11,Equities (Stocks)
a004f72971104223bd0e83e754aaf37f,HSUK,HSBC,2024-12-11,Equities (Stocks)
a3e18c2dca6d42fc8194253660767bc5,HHH,HSBC,2024-12-11,Equities (Stocks)
a3ff259b5e54459280f74d4a4d769709,HEVS,HSBC,2024-12-11,Equities (Stocks)
a4bc749107c44913903de290ecae06ff,GL3S,Leverage Shares,2024-12-06,Commodities & Metals
a4f12ab6495745cfae9f7883a8b8d593,OP5H,OSSIAM ETF,2024-12-10,Equities (Stocks)
a54bd047b5884711a654c6c8b7eb4c4a,H4Z3,HSBC,2024-12-11,Equities (Stocks)
a568389139294c528898165e04327654,H41C,HSBC,2024-12-11,Equities (Stocks)
a57c02593b624f47955e3b0f438eccda,EMSM,Invesco,2024-12-06,Equities (Stocks)
a60fad9dcc6c4743bb0f97bbfa7aa490,NGTE,Leverage Shares,2024-12-06,Equities (Stocks)
a79b7007742447c88a9b5bfddaa9a533,YMSF,Leverage Shares,2024-12-06,Equities (Stocks)
ac43edb70bb049a0b6ce017084f381d2,H4ZA,HSBC,2024-12-11,Equities (Stocks)
acded6ceee8240319fcc6685162236cc,GD3,Leverage Shares,2024-12-06,Equities (Stocks)
ad5769e5516a4495b88a3736b57dab1e,C3AE,Invesco,2024-12-06,Equities (Stocks)
ad75e938a8444ad2949339f753636616,C5ME,Invesco,2024-12-06,Equities (Stocks)
add1ec1b15aa4acf83ad1817bc6149f5,EUPE,OSSIAM ETF,2024-12-11,Equities (Stocks)
ae18a2ea26ac4a10a881d7e754a16b0e,NBTK,Invesco,2024-12-06,Equities (Stocks)
a48bd39ca1404233957e9e79fd81bd8f,MS3S,Leverage Shares,2024-12-06,Equities (Stocks)
a4fa5c114fc2452a9a22a1f6a8932590,HMXJ,HSBC,2024-12-11,Equities (Stocks)
a536287399024dfd8f5947a91f7c2f8d,BGX,Expat Capital,2024-11-29,Equities (Stocks)
a5d5106698a243e5baf0a3a2d586bd06,SMC2,Leverage Shares,2024-12-06,Equities (Stocks)
a5de62fd91e244a5bcdbd090e020b6dd,3KWE,Leverage Shares,2024-12-06,Equities (Stocks)
a69f6c3ab16a4279b329b5dc6a19c6ca,HPUD,HSBC,2024-12-11,Equities (Stocks)
a7e460fe21294967b0a8b89d32e54531,3VTE,Leverage Shares,2024-12-06,Equities (Stocks)
a8b9cafeea274a28871867d13e1d8c6a,XLFQ,Invesco,2024-12-06,Equities (Stocks)
a905328dac1f4cca910b286026579621,HIEM,HSBC,2024-12-11,Equities (Stocks)
aa83449fa9164531a478f5ec1c684310,SLV3,Leverage Shares,2024-12-06,Commodities & Metals
ab2c52fdfbb34c31a3ccbddae9dba9cb,3ARK,Leverage Shares,2024-12-06,Equities (Stocks)
ab31fe6aee204f569ff8827379448980,AMZE,Leverage Shares,2024-12-06,Equities (Stocks)
ab532daa2ddc4ca9bbe5ae8ecc86a38b,IONQ,Leverage Shares,2024-12-06,Equities (Stocks)
abe62747b7ea400f83d342587ef28793,XLCP,Invesco,2024-12-06,Equities (Stocks)
abf3224cd78b42b6bb7f1df66970947b,SGOE,Leverage Shares,2024-12-06,Equities (Stocks)
abfb40a2a9824df8aa0530ef255a3b12,CODL,Leverage Shares,2024-12-06,Target Date / Multi-Asset
ac3be2cf1a0743548082fc1ea32efedb,X7PS,Invesco,2024-12-06,Equities (Stocks)
ac55d13d29bd4e618a219175b85948b0,GLDI,Leverage Shares,2024-12-06,Commodities & Metals
ace4e6f5cc9643868ac8d305314a3445,3UBE,Leverage Shares,2024-12-06,Equities (Stocks)
ae00f6cb778946e58909a213eac7d32b,HSEM,HSBC,2024-12-11,Equities (Stocks)
ae051db133864f599eccb171619a7f97,BRNL,Leverage Shares,2024-12-06,Commodities & Metals
a660ff1577b74b26ae35df8500944842,SMCI,Leverage Shares,2024-12-06,Equities (Stocks)
a711ce221ecb4c9489f91a1883eb8fe0,HAGG,HSBC,2024-12-11,Bonds
a7332c49fa3a49d78a3de686b72f4869,3BAB,Leverage Shares,2024-12-06,Equities (Stocks)
a802a625738441cf92ac824350335c39,HPAW,HSBC,2024-12-11,Equities (Stocks)
acd85a05cb3c460487f583e4da2e0ccc,HSEM,HSBC,2024-12-11,Equities (Stocks)
a4d7bb9bf02043118c369aef38b171fe,SPXS,Invesco,2024-12-06,Equities (Stocks)
a4e4a5b42dba482e888fee96567c2525,ATOM,21Shares,2024-11-27,Other Asset Types
a5e65001cb9644769fbec9624b61181f,OP5E,OSSIAM ETF,2024-12-10,Equities (Stocks)
a6a07eb284214728b40292f3ebd84cdf,SBIO,Invesco,2024-12-06,Equities (Stocks)
a90b7000c4af4ff48349cc9a17eb6567,HSXD,HSBC,2024-12-11,Equities (Stocks)
aa691053815048799338917a9151aaea,CBTC,21Shares,2024-11-27,Other Asset Types
ab6611cd39f94a4ea4a24d7084d3a1af,XLUS,Invesco,2024-12-06,Equities (Stocks)
ab7de48e0c6c443189db6ef0af5e7a78,HCAN,HSBC,2024-12-11,Equities (Stocks)
aca9e8dd39864ea7a23114bbdeed99d3,AUNI,21Shares,2024-11-27,Other Asset Types
ae3b47bb9e0441538a90931500476461,LIDO,21Shares,2024-11-27,Other Asset Types
a64db71c377540648a87d9709d609691,2STS,Leverage Shares,2024-12-06,Equities (Stocks)
a91b1cf6eff148948cd85da877ed02c9,ALTS,21Shares,2024-11-27,Other Asset Types
aca48b96e7ed42aebfca8f39e32160c7,ATIA,21Shares,2024-11-27,Other Asset Types
a4b73d07feb84f6e87509317f85a3908,OP6E,OSSIAM ETF,2024-12-10,Equities (Stocks)
a5555e8ee3544878bb9a2a55133cc2f2,HSUD,HSBC,2024-12-11,Equities (Stocks)
a6bd691fc3d54d64b70cc8d07165f259,HIPS,HSBC,2024-12-11,Equities (Stocks)
a79a35b498bd4aeb9e637b990c4918c4,BNBA,21Shares,2024-11-27,Other Asset Types
aad9dd5698ce41d49bfcfee6b0881fc3,MXJ,HSBC,2024-12-11,Equities (Stocks)
ab1a425bcc7046c69f5c8933bb8e94cb,HPAU,HSBC,2024-12-11,Equities (Stocks)
afd5beda9683421391ce39541304e61e,ELFW,Deka ETF,2024-11-29,Equities (Stocks)
b07445469f764d9893e00e99949c952c,ETHB,21Shares,2024-11-27,Other Asset Types
b0f732ac08d04fd1be304e2ac82a1901,XLME,21Shares,2024-11-27,Other Asset Types
b1ed57defbd64f7d96fd2bd5a0eefd79,RAS3,Leverage Shares,2024-12-06,Equities (Stocks)
b4867200118c46d39f5074081f87b09d,OP8E,OSSIAM ETF,2024-12-10,Equities (Stocks)
b51b3cb6df8449f6a8eb053cab8f94af,EUPB,OSSIAM ETF,2024-12-11,Equities (Stocks)
b52775af073a44f2a7cb665c3139fb5d,H41G,HSBC,2024-12-11,Equities (Stocks)
b52b3ecedcb64599a7f18fb7da3e6fc9,SC03,Invesco,2024-12-06,Equities (Stocks)
b58b22d66a9a4240905e7438af248768,5ESE,Invesco,2024-12-06,Equities (Stocks)
b5d0ab83f4d54134bf093da10c6b4ed6,H4ZP,HSBC,2024-12-11,Equities (Stocks)
af36e10dda594b5296eaef9cd7e5fc66,HMWA,HSBC,2024-12-11,Equities (Stocks)
af723ecfbefc43fd980daac149499977,3AMZ,Leverage Shares,2024-12-06,Equities (Stocks)
afbeb32adaf74c7da38719813c5cd9ca,3TAE,Leverage Shares,2024-12-06,Equities (Stocks)
afc4ab4b5a1e47dfa657357c4cfa39a0,SNVD,Leverage Shares,2024-12-06,Equities (Stocks)
afd84bd597df4e5a8d9dbf2305cc1705,3SPY,Leverage Shares,2024-12-06,Equities (Stocks)
b1121c8df02244248e4cc462fbc3bddd,MXUS,Invesco,2024-12-06,Equities (Stocks)
b1a041b401b54f5d884b6bc13e060317,5SPY,Leverage Shares,2024-12-06,Equities (Stocks)
b1ade416603e406497ad3637318c3f5c,XL3S,Leverage Shares,2024-12-06,Equities (Stocks)
b1bb84225af041ee99ad88efe7002de6,SSQE,Leverage Shares,2024-12-06,Equities (Stocks)
b1d6031f536942cf8d052ec1e2ea2691,MXWS,Invesco,2024-12-06,Equities (Stocks)
b24934612dbc496fb561975d894e8d48,3SMH,Leverage Shares,2024-12-06,Equities (Stocks)
b38a87724b7841b8b6b02498c9ce3200,FAAN,Leverage Shares,2024-12-06,Equities (Stocks)
b41877433ff04f8f9039b0a9467d217d,GDX3,Leverage Shares,2024-12-06,Equities (Stocks)
b5f237c00014403a8654ffa2635bbf88,HSED,HSBC,2024-12-11,Equities (Stocks)
b68b69fe7fcf4947ba7a131c1eba6363,HSXJ,HSBC,2024-12-11,Equities (Stocks)
b6a53835b78044f2b4a3a0bcb25ad6a4,BUFE,Leverage Shares,2024-12-06,Equities (Stocks)
b701cd179b684c69a1f7396fa56651cc,HUKS,HSBC,2024-12-11,Equities (Stocks)
b7033b5c05cc4491833e6206e3deeda3,SVLT,Leverage Shares,2024-12-06,Equities (Stocks)
b81c23bd3c8147479e981bb4e3aa0837,3DIS,Leverage Shares,2024-12-06,Equities (Stocks)
b81e2b963758459fa2d74402a306539a,2AAP,Leverage Shares,2024-12-06,Equities (Stocks)
b825264e216b4d2c93c7ddfb39af313d,JP2E,Leverage Shares,2024-12-06,Equities (Stocks)
b85c9e89e37442d2a188875c9fb5a7f4,FAN1,Leverage Shares,2024-12-06,Equities (Stocks)
b86924a8a95f49f596159c217061aed7,BA3S,Leverage Shares,2024-12-06,Equities (Stocks)
b86a7867ecbd497797cbed3e1d94dd5a,NV3S,Leverage Shares,2024-12-06,Equities (Stocks)
b8eebf617ab449929068da0bd3b479a7,3PLT,Leverage Shares,2024-12-06,Equities (Stocks)
afe573efdddb413b8d4344d24ee8d0dc,XLES,Invesco,2024-12-06,Equities (Stocks)
b3ba72d215a34b5395b4d0cf0b8e6b3f,C300,Invesco,2024-12-06,Equities (Stocks)
b49b686b336743749d7c9a5661dc80b8,MAGS,Leverage Shares,2024-12-06,Equities (Stocks)
b4c6e95d53bc441f9ba64a2fc8a30d18,3UBR,Leverage Shares,2024-12-06,Equities (Stocks)
b828d487694840adbd8064e6a631498b,HNSC,HSBC,2024-12-11,Equities (Stocks)
b0c273f0f2e04164ba27968dadb250c7,UCAP,OSSIAM ETF,2024-12-11,Equities (Stocks)
b15054b14cd8428db894aa147972be9b,CBND,Goldman Sachs,2024-12-06,Bonds
b21c6511a69f41d5b5935e5ba4e439d2,ALTS,21Shares,2024-11-27,Other Asset Types
b285157f4aa04a27a97ef7349be85dbd,ABTCGBP,21Shares,2024-11-27,Other Asset Types
b3be1fdf9ace46fb92b990c8617db71e,CMOC,Invesco,2024-12-06,Commodities & Metals
b6f90c9e255648ce92cf138f3a8673b4,E500,Invesco,2024-12-06,Equities (Stocks)
b0e41250b54549b59a16ecdf7e585882,2GS,Leverage Shares,2024-12-06,Equities (Stocks)
b3200a8820ea424f89a79ddbc57a5ed6,AXLM,21Shares,2024-11-27,Other Asset Types
b3f48086831d4aed8c65018a140b0b36,ASTX,21Shares,2024-11-27,Other Asset Types
b4751ed0fa80425480802103b7100a24,3CON,Leverage Shares,2024-12-06,Equities (Stocks)
b4e96ffbbb3a48eaad2c1b010e688b73,3AAP,Leverage Shares,2024-12-06,Equities (Stocks)
af62335141524d4dad3e60450ef3eb84,WRD,HSBC,2024-12-11,Equities (Stocks)
b13368f892ab44818e1ab7f9560a2ad6,AIMX,21Shares,2024-11-27,Other Asset Types
b22eb8cbe6e54553884f50d05bc4553b,AETH,21Shares,2024-11-27,Other Asset Types
b7147c1b7e7b4fccb25de1680edf66db,HIJS,HSBC,2024-12-11,Equities (Stocks)
b979157b2611421b81081d313b7fe49b,3XEE,Leverage Shares,2024-12-06,Equities (Stocks)
b9bd325225f44f798623e21406f52b28,MXUE,Invesco,2024-12-06,Equities (Stocks)
ba8ebff50d6e4adeb8262eef8a3b2bd5,MKK1,Expat Capital,2024-11-29,Equities (Stocks)
bb240243a31f4f018c19c3a9fb799202,H41K,HSBC,2024-12-11,Equities (Stocks)
bb984f11a2dc46b088568d9491129142,QQ3S,Leverage Shares,2024-12-06,Equities (Stocks)
bbcd2cd07aac477d8f3eb5ca76c999ad,JD3,Leverage Shares,2024-12-06,Equities (Stocks)
bc33c89167054270babedb3d5165e861,FGA1,Leverage Shares,2024-12-06,Equities (Stocks)
bd250c6303f1491383d942d3ddf4b153,QQQY,Leverage Shares,2024-12-06,Equities (Stocks)
bd9532e077e84fc0b4cbc73feebef2a8,SSPY,Leverage Shares,2024-12-06,Equities (Stocks)
bdf54fe60c484e3e9508d96a4b358f90,CO1S,21Shares,2024-11-27,Other Asset Types
c013ecf78ace49fb9a6a1accb5e696e2,S7XE,Invesco,2024-12-06,Equities (Stocks)
c0f2343f21304eef8bfb7e71c18b94b5,SC02,Invesco,2024-12-06,Equities (Stocks)
c1529349d1aa461194e626187d514a0c,EQQX,Invesco,2024-12-06,Equities (Stocks)
c1a957ccebec4c75a5ebb3cfd1cebe2b,SGDE,Leverage Shares,2024-12-06,Equities (Stocks)
b918d5ce54484b14b925a36b621f5de4,BP3L,Leverage Shares,2024-12-06,Equities (Stocks)
b9728c7d21cf4d44afdff09499c8d911,SPXS,Invesco,2024-12-06,Equities (Stocks)
b9886444f663471ca887025eae7de80e,PYP3,Leverage Shares,2024-12-06,Equities (Stocks)
b998cbd48e7346fdac4ac56012d683dd,1GOO,Leverage Shares,2024-12-06,Equities (Stocks)
b9b32673fa2440ae9cb10bc3916c53c1,FTEK,Invesco,2024-12-06,Equities (Stocks)
ba7b69f81348495d9d5be663e3eb0e25,SBIU,Leverage Shares,2024-12-06,Equities (Stocks)
ba9b0f0523c046fea1c134142567a0f6,3IND,Leverage Shares,2024-12-06,Equities (Stocks)
bb1f1e34531647349df143a7ec54dbd0,XLBS,Invesco,2024-12-06,Equities (Stocks)
bb6ac30ad5ae42dca90259c5623495c8,INDS,Leverage Shares,2024-12-06,Equities (Stocks)
bbdb10d5be054c348afd4706442031d5,HSAX,HSBC,2024-12-11,Equities (Stocks)
bbf0aa1d7eee40e082c1a38c11a560f0,GOOG,Leverage Shares,2024-12-06,Equities (Stocks)
bbf51790c655478282ee4ceabe91fc4c,NVDS,Leverage Shares,2024-12-06,Equities (Stocks)
bc83d07ee03a4d32b53c1fc1d1109913,NFLE,Leverage Shares,2024-12-06,Equities (Stocks)
bc8d72a117014132b4e090185ba86f8c,MMLP,HANetf,2024-12-05,Equities (Stocks)
bcc6371033344e0c9a3118eae8652cb9,HSXE,HSBC,2024-12-11,Equities (Stocks)
bd2d2b56c8be4888af3730c6ffec2148,BUFF,Leverage Shares,2024-12-06,Equities (Stocks)
bd5b05fc293d4eedb4e8805bfc29c270,3BPE,Leverage Shares,2024-12-06,Equities (Stocks)
bd941d8aedfc44bb993099876eef361c,ARKC,Leverage Shares,2024-12-06,Equities (Stocks)
bdcbe86f0c0349b2ae45a56921e014ac,HSES,HSBC,2024-12-11,Equities (Stocks)
be1f689be68b4ec0b52c1042dfc052bc,AMZ2,Leverage Shares,2024-12-06,Equities (Stocks)
be22820475914554a1de02351254303b,MLPQ,Invesco,2024-12-06,Other Asset Types
be456460525f48fb840ce17e93c3d13e,3SMZ,Leverage Shares,2024-12-06,Equities (Stocks)
becdc4f56cb54ae4bf21e3eaba72d737,HMAD,HSBC,2024-12-11,Equities (Stocks)
bee3106740d74a6eb3116aa6c0d8afea,3MSE,Leverage Shares,2024-12-06,Equities (Stocks)
bf9972152f154303a711c1a93d5df89b,3GLD,Leverage Shares,2024-12-06,Commodities & Metals
bff020b03ce44e59a611aa42f3b732b7,HPNS,HSBC,2024-12-11,Equities (Stocks)
c008ba015b5f4fe9ad750d58a772e331,2TSE,Leverage Shares,2024-12-06,Equities (Stocks)
c120d4d188c74f1091a8f9592ac667a6,XLVP,Invesco,2024-12-06,Equities (Stocks)
c12b8bc8f6cb4271b9eb97b0358bed71,STSM,Leverage Shares,2024-12-06,Equities (Stocks)
c17eb2ba06aa4248b6cbbd656706b74f,AM3S,Leverage Shares,2024-12-06,Equities (Stocks)
c1aeda5a9c3c425885265a589219ed25,1ARG,Leverage Shares,2024-12-06,Equities (Stocks)
c24ceb6f40804e42ae44359bdeadc141,FAAA,Fair Oaks,2024-12-10,Bonds
c254c3cca8da4fe68f7de3a1616804eb,3BAE,Leverage Shares,2024-12-06,Equities (Stocks)
c2b2aa392d6c4106b97344be0b5bf9c4,BAB2,Leverage Shares,2024-12-06,Equities (Stocks)
bb3012742a6f49068413c4fa59e36139,HWDE,HSBC,2024-12-11,Equities (Stocks)
bb991299452448dbaf615cbe92d8e4f1,SPXD,Invesco,2024-12-06,Equities (Stocks)
beb9a1bd231f4294a13df19aee3d6a6c,HEMA,HSBC,2024-12-11,Equities (Stocks)
bf2cfda3d07e4ed7b0d402556e5a3d88,S3CO,Leverage Shares,2024-12-06,Equities (Stocks)
c0dd0046fe8045ba83556a09b85d476e,CMOD,Invesco,2024-12-06,Commodities & Metals
c127abd2749a4159a6f9a7829cd05641,HPRD,HSBC,2024-12-11,Equities (Stocks)
c1d5dd846bcb4225b59771f3fa2c27f8,HMCH,HSBC,2024-12-11,Equities (Stocks)
c2e0b6246fb74d0dbcf9cf51116f4245,SMSWLD,Invesco,2024-12-06,Equities (Stocks)
b95374d55879479ca02da3c849185872,SX5D,Invesco,2024-12-06,Equities (Stocks)
bab69ed5b5b34ae0bfadbf9d179d9dc0,XLVS,Invesco,2024-12-06,Equities (Stocks)
bbac77c28fcf4f0389144e6285bd061c,BOLD,21Shares,2024-11-27,Target Date / Multi-Asset
bc2367fa73b04f9bbd668979a94aa9ed,FTEK,Invesco,2024-12-06,Equities (Stocks)
c083f72dbde44b918f18d59d4b7265be,SBTC,21Shares,2024-11-27,Other Asset Types
c0f885566165475081ed1b2b26b73fc3,OP6E,OSSIAM ETF,2024-12-10,Equities (Stocks)
c31a3c47a11746a99e3929bebe3c8dda,ABTCCHF,21Shares,2024-11-27,Other Asset Types
bd2bdffca8ef4156a315891179bae722,AINJ,21Shares,2024-11-27,Other Asset Types
beb244aa8b3e4ab8a8c1e4679d9ee247,ADOT,21Shares,2024-11-27,Other Asset Types
c26d445a308a484385d173c11f2ac8b5,1ARKW,Leverage Shares,2024-12-06,Equities (Stocks)
bda49ca082cf4c3e84efce538811237d,AAVE,21Shares,2024-11-27,Other Asset Types
bfda970659f54afca8efb3967a8d1d16,AINJ,21Shares,2024-11-27,Other Asset Types
c2ab34963b664b6e8d6553c0b89e5fd9,ALINK,21Shares,2024-11-27,Other Asset Types
c4a33b4f9a1040c79c3d91f7044570b7,ONVD,Leverage Shares,2024-12-06,Equities (Stocks)
c54c77189d654543a61d7977736c4fab,2VA,Leverage Shares,2024-12-06,Equities (Stocks)
c674e79dea7540c79ea029b0f40bf334,3VTE,Leverage Shares,2024-12-06,Equities (Stocks)
c6b7c033da0c41a28e3ebf34bb41cb2d,SXLG,Leverage Shares,2024-12-06,Equities (Stocks)
c6c12097a4b546aeb42a6b3b809d9f23,NVIS,Leverage Shares,2024-12-06,Equities (Stocks)
c711ff3b6973441994179358cd8bc01e,SQA3,Leverage Shares,2024-12-06,Equities (Stocks)
c79fefeae3274408b6d46cb12292515b,EL40,Deka ETF,2024-11-29,Equities (Stocks)
c7b4d3c398234d88a8fe02d2851d348c,H41H,HSBC,2024-12-11,Equities (Stocks)
c844fa50af74420bbfebc007ff6d7db3,SJD,Leverage Shares,2024-12-06,Equities (Stocks)
c878aa3bdabe492a971701baf4586a02,V21A,21Shares,2024-11-27,Other Asset Types
c9d15370aa334937ad3dc3c572b39f2d,GACA,Goldman Sachs,2024-12-02,Equities (Stocks)
ca1768c89c95472cb9845c5ae959ae5d,SC0T,Invesco,2024-12-06,Equities (Stocks)
